name,prefecture,city,lv01Nm,link,hyoka,comi,yado,onsen_num,dai,roten,sauna,kinen,kokyu,tanjun,enka,tansan,iou,housya,ryusan,sansei,gantetsu,nisan,youso
壱岐湯ノ本温泉,長崎県,壱岐市,勝本町立石西触,なし,4.52,396,7,5,5,3,1,5,2,False,True,False,False,False,False,False,True,False,False
青島温泉,宮崎県,宮崎市,青島一丁目,なし,4.30,3100,6,5,5,4,5,6,0,False,True,True,True,False,False,False,False,False,False
馬頭温泉郷,栃木県,那珂川町,小口,http://bato-onsenkyo.com,4.04,786,9,5,2,4,0,5,0,True,True,True,False,True,False,False,False,False,False
片瀬温泉,静岡県,東伊豆町,片瀬,なし,―,941,5,5,2,3,0,3,0,False,True,False,False,False,False,False,False,False,False
小土肥温泉,静岡県,伊豆市,小土肥,なし,―,844,5,5,3,2,0,5,1,False,True,False,False,False,True,False,False,False,False
志賀山温泉,長野県,山ノ内町,大字平穏,なし,―,186,5,5,5,3,2,5,0,False,False,False,True,False,False,False,False,False,False
尾岱沼温泉,北海道,別海町,尾岱沼港町,なし,―,273,5,4,2,1,0,4,0,False,True,False,False,False,False,False,False,False,False
中標津温泉,北海道,中標津町,東二十条北一丁目,なし,―,141,5,4,4,3,2,4,0,True,True,False,False,False,False,False,False,False,False
カルルス温泉,北海道,登別市,カルルス町,http://www.noboribetsu-spa.jp/?lang=ja,―,514,4,4,2,2,0,3,0,True,False,False,False,False,True,False,False,False,False
金田一温泉,岩手県,二戸市,金田一,なし,―,529,6,4,4,1,0,4,0,True,False,False,False,False,False,False,False,False,False
玄武温泉,岩手県,雫石町,長山,http://www.shizukuishi-kanko.gr.jp/hotspring04.php,―,589,5,4,2,3,0,5,0,False,True,True,False,False,False,False,False,False,False
作並温泉,宮城県,仙台市青葉区,作並,http://www.sakunami-spa.com,―,4767,4,4,4,4,1,4,1,True,True,False,False,True,False,False,False,False,False
水沢温泉,秋田県,仙北市,田沢湖生保内,http://mizusawa-onsenkyo.jp,―,537,4,4,3,4,0,4,1,False,True,False,True,False,True,True,False,False,False
月山志津温泉,山形県,西川町,大字志津,http://www.gassan-shizuonsen.net,―,215,8,4,2,1,0,5,0,False,True,False,False,False,True,False,False,False,False
新甲子温泉,福島県,西郷村,大字真船,http://nishigo-kankou.jp/onsen/index.php,―,328,7,4,2,2,0,4,0,True,False,False,False,True,False,False,False,False,False
大丸温泉,栃木県,那須町,大字湯本,http://www.nasuonsen.com,―,1142,5,4,3,4,0,4,0,True,False,False,False,True,False,False,False,False,False
上塩原温泉,栃木県,那須塩原市,上塩原,なし,―,897,5,4,3,4,0,4,0,True,True,True,False,False,False,False,False,False,False
新湯温泉,栃木県,那須塩原市,湯本塩原,なし,―,2043,4,4,4,3,0,4,0,False,False,False,True,False,False,True,False,False,False
川俣温泉,栃木県,日光市,川俣,なし,―,388,4,4,2,2,0,4,0,False,True,True,False,False,False,False,False,False,False
袋田温泉,茨城県,大子町,大字袋田,なし,―,1784,4,4,3,2,0,4,0,True,False,False,False,False,False,False,False,False,False
筑波山温泉,茨城県,つくば市,筑波,なし,―,745,4,4,4,4,1,4,0,True,False,False,False,False,False,False,False,False,False
上牧温泉,群馬県,みなかみ町,上牧,なし,―,1771,4,4,3,2,0,3,0,False,True,False,False,True,True,False,False,False,False
尻焼温泉,群馬県,中之条町,大字入山,http://www.nakanojo-kanko.jp/onsen/shiriyaki.shtml,―,320,4,4,3,3,0,4,0,False,True,False,False,True,False,False,False,False,False
沢渡温泉,群馬県,中之条町,大字上沢渡,http://www.sawatari-onsen.sakura.ne.jp,―,407,7,4,3,2,0,4,0,True,True,False,False,True,True,False,False,False,False
大島温泉,東京都,大島町,元町三丁目,なし,―,531,4,4,4,3,0,4,0,False,True,False,False,False,False,False,False,False,False
高瀬温泉,新潟県,関川村,大字湯沢,http://www.sekikawa-onsen.com/takase/,―,299,7,4,4,2,0,4,0,False,True,False,False,True,True,False,False,False,False
雲母温泉,新潟県,関川村,大字湯沢,http://www.sekikawa-onsen.com/kira/,―,240,4,4,3,0,0,4,0,True,True,False,False,True,True,False,False,False,False
村杉温泉,新潟県,阿賀野市,村杉,http://gozu.jp,―,372,7,4,3,2,0,4,0,True,False,False,False,True,True,False,False,False,False
湯田上温泉,新潟県,田上町,大字田上,なし,―,1420,4,4,4,4,1,4,0,True,True,False,False,True,False,False,False,False,False
折立温泉,新潟県,魚沼市,下折立,http://www.yunotani.or.jp/onsenkyo/oritate.html,―,168,4,4,4,2,0,4,0,True,False,False,False,False,False,False,False,False,False
夜間瀬温泉,長野県,山ノ内町,大字夜間瀬,なし,―,447,5,4,3,1,0,4,0,True,False,False,False,False,False,False,False,False,False
穂波温泉,長野県,山ノ内町,大字佐野,http://www.avis.ne.jp/~honami/,―,871,6,4,1,3,1,3,0,True,True,False,False,False,False,False,False,False,False
角間温泉,長野県,山ノ内町,大字佐野,http://www.kakumaonsen.jp,―,399,5,4,2,0,0,4,0,True,True,False,False,True,False,False,False,False,False
霊泉寺温泉,長野県,上田市,平井,http://reisenjionsen.com,―,352,5,4,3,1,0,4,0,True,False,False,False,True,False,False,False,False,False
沢渡温泉,長野県,松本市,安曇,なし,―,908,5,4,2,4,0,4,0,True,False,False,False,False,False,False,False,False,False
庄川温泉郷,富山県,砺波市,庄川町金屋,なし,―,986,7,4,4,4,1,4,1,True,True,True,False,False,False,False,True,False,False
戸田温泉,静岡県,沼津市,戸田,http://www.heda-kanko.com,―,977,4,4,3,3,0,4,0,True,False,False,False,True,True,False,False,False,False
北川温泉,静岡県,東伊豆町,奈良本,http://www.hokkawa-onsen.com,―,1420,4,4,4,4,1,4,0,False,True,False,False,False,False,False,False,False,False
みはま温泉,愛知県,美浜町,大字奥田,なし,―,353,5,4,4,1,0,5,0,False,True,True,False,False,False,False,False,False,False
平瀬温泉,岐阜県,白川村,大字平瀬,http://hiraseonsen.jp,―,126,9,4,0,1,0,2,0,False,True,False,True,False,False,False,False,False,False
長島温泉,三重県,桑名市,長島町浦安,なし,―,1655,4,4,4,3,3,4,1,True,False,False,False,False,False,False,False,False,False
榊原温泉,三重県,津市,榊原町,http://www.sakakibaraonsen.gr.jp,―,1604,6,4,4,2,1,4,1,True,False,False,False,False,False,False,False,False,False
鷺の湯温泉,島根県,安来市,古川町,なし,―,1260,4,4,3,3,1,4,1,False,True,False,False,True,True,False,False,False,False
温泉津温泉,島根県,大田市,温泉津町温泉津,http://yunotsu-onsen.com/,―,1162,5,4,3,1,0,4,0,False,True,False,False,False,False,False,False,False,False
二日市温泉,福岡県,筑紫野市,湯町一丁目,なし,―,1358,4,4,3,0,0,4,0,True,False,False,False,False,False,False,False,False,False
平戸温泉,長崎県,平戸市,大久保町,なし,―,1739,5,4,4,3,1,4,0,False,True,True,False,False,False,False,False,False,False
島原温泉,長崎県,島原市,霊南一丁目,http://www.shimabaraonsen.com,―,2877,6,4,4,3,3,4,0,False,True,True,False,False,False,False,True,False,False
はげの湯温泉,熊本県,小国町,大字西里,なし,―,357,4,4,2,3,1,4,0,False,True,False,True,False,False,False,False,False,False
湯山温泉,熊本県,水上村,大字湯山,なし,―,101,4,4,1,1,0,4,0,True,False,False,True,False,False,False,False,False,False
柴尾温泉,鹿児島県,さつま町,紫尾,http://shibionsen.web.fc2.com,―,348,4,4,3,3,0,4,1,True,False,False,True,False,False,False,False,False,False
乳頭温泉郷,秋田県,仙北市,田沢湖生保内,http://www.nyuto-onsenkyo.com,―,414,5,4,3,4,0,3,0,True,False,True,True,False,True,False,False,False,False
掘田温泉,大分県,別府市,堀田,なし,―,1969,4,4,3,3,1,4,2,True,True,True,True,False,False,False,False,False,False
甲府温泉,山梨県,甲府市,中央一丁目,なし,―,6428,4,4,3,3,1,4,0,False,True,True,True,False,False,False,False,False,False
浜島温泉,三重県,志摩市,浜島町浜島,なし,―,2986,4,4,4,4,1,4,1,True,True,False,False,False,False,False,False,False,False
豊富温泉,北海道,豊富町,字豊富温泉,http://toyotomi-kanko.net/main/,―,223,3,3,3,1,1,3,0,False,True,True,False,False,False,False,False,False,False
羅臼温泉,北海道,羅臼町,湯ノ沢町,なし,―,422,6,3,2,2,0,2,0,False,True,False,True,False,False,False,False,False,False
温根湯温泉,北海道,北見市,留辺蘂町温根湯温泉,http://www.onneyuonsen.jp/index.html,―,995,3,3,3,2,1,3,0,True,False,False,True,False,False,False,False,False,False
十勝岳温泉,北海道,上富良野町,－,なし,―,350,3,3,2,2,2,3,0,False,False,False,False,True,True,True,True,False,False
嶽温泉,青森県,弘前市,大字常盤野,http://www.dake-onsen.com,―,249,8,3,0,1,0,3,0,False,True,False,True,True,True,True,False,False,False
松川温泉,岩手県,八幡平市,松尾寄木,なし,―,96,3,3,3,3,0,2,0,False,False,False,True,False,False,True,False,False,False
大沢温泉,岩手県,花巻市,湯口,http://www.oosawaonsen.com,―,1543,3,3,3,3,0,3,0,True,False,False,False,False,False,False,False,False,False
湯本温泉,岩手県,西和賀町,湯本,http://www.yamanoideyu.com/stay/index.html,―,128,4,3,3,1,0,3,0,False,True,False,False,True,True,False,False,False,False
夏油温泉,岩手県,北上市,和賀町岩崎新田,なし,―,164,3,3,3,3,0,3,0,False,True,False,False,True,False,False,False,False,False
鎌先温泉,宮城県,白石市,福岡蔵本,http://www.shiroishi.ne.jp/stay/accommodations.html,―,1648,3,3,3,2,0,3,1,False,True,False,False,False,True,False,False,False,False
由良温泉,山形県,鶴岡市,由良三丁目,http://www.tsuruokakanko.com/tsuruoka/spa/yura.html,―,770,3,3,2,1,1,3,0,False,True,False,False,True,True,False,False,False,False
黒沢温泉,山形県,山形市,大字黒沢,なし,―,979,4,3,3,2,1,3,0,False,False,False,False,True,True,False,False,False,False
熱塩温泉,福島県,喜多方市,熱塩加納町熱塩,http://atsushio-spa.com/top/,―,470,3,3,2,1,1,3,0,True,False,False,False,False,False,False,False,False,False
柳津温泉,福島県,柳津町,大字柳津,なし,―,626,5,3,3,2,0,3,0,False,True,False,False,False,False,False,False,False,False
二岐温泉,福島県,天栄村,大字湯本,なし,―,169,5,3,3,3,0,3,0,True,False,False,False,True,True,False,False,False,False
奥久慈温泉郷・大子温泉,茨城県,大子町,大字池田,なし,―,793,6,3,3,1,0,3,0,False,True,False,False,True,True,False,False,False,False
鎌田温泉,群馬県,片品村,大字鎌田,なし,―,113,3,3,1,2,0,3,0,True,False,False,False,False,False,False,False,False,False
花咲温泉,群馬県,片品村,大字花咲,なし,―,34,4,3,3,0,0,3,0,True,False,False,False,False,False,False,False,False,False
湯宿温泉,群馬県,みなかみ町,湯宿温泉,なし,―,235,4,3,2,1,0,3,0,True,False,False,False,True,False,False,False,False,False
赤城温泉,群馬県,前橋市,－,http://www.akg5.jp,―,343,4,3,2,3,0,3,0,False,False,True,False,False,False,False,False,False,False
奥多摩温泉,東京都,奥多摩町,氷川,なし,―,29,4,3,1,0,0,2,0,False,False,False,True,False,False,False,False,False,False
中川温泉,神奈川県,山北町,中川,http://www.town.yamakita.kanagawa.jp/contents_detail.php?frmId=245,―,750,4,3,3,3,1,3,0,True,False,False,False,False,False,False,False,False,False
芦之湯温泉,神奈川県,箱根町,芦之湯,なし,―,754,4,3,2,2,0,3,1,False,False,True,True,False,True,False,False,False,False
蛸川温泉,神奈川県,箱根町,元箱根,なし,―,1688,3,3,2,3,0,2,1,False,True,False,False,False,True,False,False,False,False
塩山温泉,山梨県,甲州市,塩山上於曽,http://www.enzan.net/yado/onsen/ryokan.htm,―,123,4,3,2,1,0,3,0,True,False,False,True,False,False,False,False,False,False
三川温泉,新潟県,阿賀町,五十沢,なし,―,24,5,3,1,0,0,3,0,False,True,False,False,True,True,False,False,False,False
蓬平温泉,新潟県,長岡市,蓬平町,http://yomogihira-spa.jp,―,380,3,3,3,3,1,3,1,False,False,True,True,False,False,False,False,False,False
銀山平温泉,新潟県,魚沼市,下折立,http://www.yunotani.or.jp/onsenkyo/ginzandaira.html,―,9,3,3,2,3,0,3,0,True,False,False,False,False,False,False,False,False,False
燕温泉,新潟県,妙高市,大字関山,なし,―,215,3,3,2,2,0,3,0,True,True,True,True,True,False,False,False,False,False
安代温泉,長野県,山ノ内町,大字平穏,なし,―,726,3,3,2,1,0,3,0,True,True,False,False,True,False,False,False,False,False
上林温泉,長野県,山ノ内町,大字平穏,http://www.kanbayashi-onsen.com,―,521,4,3,2,3,0,3,1,True,True,False,False,True,True,False,False,False,False
木崎湖温泉,長野県,大町市,平,なし,―,―,5,3,0,0,0,2,0,True,False,False,False,False,False,False,False,False,False
葛温泉,長野県,大町市,平,なし,―,57,3,3,2,3,0,1,0,True,False,False,False,False,False,False,False,False,False
春日温泉,長野県,佐久市,春日,なし,―,142,4,3,1,2,1,3,0,True,False,False,False,False,False,False,False,False,False
天竜峡温泉,長野県,飯田市,川路,http://www.tenryukyou.com,―,261,3,3,2,0,0,3,2,True,False,False,False,False,False,False,False,False,False
辰口温泉,石川県,能美市,辰口町,なし,―,1036,3,3,3,3,2,3,2,False,True,False,False,False,True,False,False,False,False
白山一里野温泉,石川県,白山市,尾添,http://ichirino.gr.jp,―,209,9,3,1,2,1,5,0,False,True,True,False,False,False,False,False,False,False
白峰温泉,石川県,白山市,白峰,なし,―,266,4,3,1,0,0,3,0,False,False,True,False,False,False,False,False,False,False
大仁温泉,静岡県,伊豆の国市,吉田,なし,―,1113,4,3,1,2,0,3,0,True,True,False,False,False,True,False,False,False,False
赤沢温泉,静岡県,伊東市,赤沢,なし,―,1441,4,3,3,3,3,4,1,True,True,False,False,True,True,False,False,False,False
倉真温泉,静岡県,掛川市,倉真,なし,―,235,3,3,2,0,0,3,0,False,False,False,True,False,False,False,False,False,False
湯ヶ野温泉,静岡県,河津町,湯ケ野,https://www.kawazu-onsen.com/yado/yuganospa.html,―,130,4,3,1,2,0,2,0,False,False,False,False,True,True,False,False,False,False
峰温泉,静岡県,河津町,峰,なし,―,475,5,3,2,3,0,3,1,True,True,False,False,False,False,False,False,False,False
岩地温泉,静岡県,松崎町,岩地,なし,―,26,3,3,0,0,0,2,0,False,True,False,False,False,False,False,False,False,False
湯屋温泉,岐阜県,下呂市,小坂町湯屋,なし,―,473,3,3,2,2,0,3,0,True,True,True,False,False,False,False,False,False,False
柿野温泉,岐阜県,土岐市,鶴里町柿野,なし,―,362,4,3,3,1,0,3,0,True,False,False,False,True,True,False,False,False,False
湯泉地温泉,奈良県,十津川村,大字小原,http://totsukawa.info/joho/totsukawa_onsen_gou/,―,121,3,3,1,1,1,3,1,False,False,False,True,False,False,False,False,False,False
木津温泉,京都府,京丹後市,網野町木津,なし,―,248,3,3,1,2,0,3,0,True,False,False,False,False,False,False,False,False,False
串本温泉,和歌山県,串本町,サンゴ台,なし,―,2864,4,3,2,2,1,3,0,False,True,False,True,False,False,False,False,False,False
東郷温泉,鳥取県,湯梨浜町,大字引地,http://www.hawai-togo.jp,―,1149,3,3,3,2,1,3,0,False,True,True,False,True,False,False,False,False,False
鞆の浦温泉,広島県,福山市,鞆町鞆,なし,―,1623,5,3,3,3,0,4,1,True,False,False,False,True,True,False,False,False,False
一の俣温泉,山口県,下関市,豊田町大字一ノ俣,なし,―,790,4,3,3,2,1,3,0,False,False,False,True,False,False,False,False,False,False
湯野温泉,山口県,周南市,大字湯野,なし,―,526,4,3,3,1,0,3,0,True,False,False,True,True,True,False,False,False,False
柳川温泉,福岡県,柳川市,三橋町下百町,なし,―,656,3,3,3,2,2,3,0,False,True,True,False,False,False,False,False,False,False
深耶馬渓温泉,大分県,中津市,耶馬溪町大字深耶馬,なし,―,153,4,3,1,1,0,3,0,True,False,False,False,False,False,False,False,False,False
湯の鶴温泉,熊本県,水俣市,湯出,http://www.city.minamata.lg.jp/377.html,―,75,5,3,3,2,0,3,0,True,False,False,True,False,False,False,False,False,False
吹上温泉,鹿児島県,日置市,吹上町湯之浦,なし,―,158,5,3,3,1,1,3,0,False,False,False,True,False,False,False,False,False,False
渡瀬温泉,和歌山県,田辺市,本宮町渡瀬,http://www.hongu.jp/onsen/wataze/,―,698,3,3,1,3,0,3,1,True,True,True,False,False,False,False,False,False,False
壮瞥温泉,北海道,壮瞥町,字壮瞥温泉,なし,―,94,3,3,2,0,0,3,0,False,True,False,False,True,True,False,False,False,False
福渡温泉,栃木県,那須塩原市,塩原,http://www.siobara.or.jp/,―,428,4,3,1,2,1,3,1,False,True,False,False,False,True,False,False,False,False
酸ヶ湯温泉,青森県,青森市,大字荒川,なし,―,1381,3,3,2,1,2,3,1,True,True,False,True,False,True,True,False,False,False
平賀温泉郷,青森県,平川市,町居,なし,―,511,3,3,2,2,2,3,0,False,True,False,False,False,False,False,False,False,False
鉛温泉,岩手県,花巻市,鉛,なし,―,7370,3,3,3,3,2,3,1,True,False,False,False,True,False,False,False,False,False
沼尻温泉,福島県,猪苗代町,大字蚕養,なし,―,48,3,3,2,2,0,2,1,False,True,False,True,True,False,True,False,False,False
川場温泉,群馬県,川場村,大字川場湯原,なし,―,238,3,3,1,1,0,3,1,True,False,False,False,False,False,False,False,False,False
礼文島温泉,北海道,礼文町,大字香深村,なし,―,193,2,2,2,2,0,2,1,False,True,False,False,False,True,False,False,False,False
斜里温泉,北海道,斜里町,港町,なし,―,1094,4,2,2,1,0,2,0,False,True,True,False,False,False,False,False,False,False
仁伏温泉,北海道,弟子屈町,字サワンチサップ,なし,―,203,2,2,1,2,0,2,0,True,False,False,False,False,False,False,False,False,False
然別湖温泉,北海道,鹿追町,字ウリマク,なし,―,431,2,2,2,2,0,2,0,False,True,True,False,False,False,False,False,False,False
岩内温泉,北海道,岩内町,字野束,http://www.town.iwanai.hokkaido.jp/?page_id=603,―,687,4,2,2,2,2,3,0,False,True,True,False,False,False,False,False,False,False
薬研温泉,青森県,むつ市,大畑町,http://ohatakanko.com,―,227,3,2,1,0,0,2,0,True,False,False,False,False,False,False,False,False,False
鯵ヶ沢温泉,青森県,鰺ヶ沢町,大字舞戸町,なし,―,673,2,2,2,2,0,2,0,False,True,False,False,False,False,False,False,False,False
巣郷温泉,岩手県,西和賀町,巣郷,なし,―,24,2,2,1,0,0,2,0,True,True,False,False,True,False,False,False,False,False
大滝温泉,秋田県,大館市,十二所,なし,―,89,3,2,2,0,0,2,0,False,True,False,False,False,True,False,False,False,False
湯瀬温泉,秋田県,鹿角市,八幡平,なし,―,483,4,2,2,1,1,2,0,True,False,False,True,False,False,False,False,False,False
森岳温泉,秋田県,三種町,森岳,なし,―,281,2,2,2,0,1,2,0,False,True,False,False,False,False,False,False,False,False
秋の宮温泉郷,秋田県,湯沢市,秋ノ宮,http://www.yuzawamarugoto.com/menu_04/akinomiyaonsenkyo/akinomiyaonsenkyo.html,―,298,7,2,2,2,1,2,0,False,True,False,True,False,False,False,False,False,False
高湯温泉,福島県,福島市,町庭坂,http://www.takayuonsen.jp/index.html,―,883,4,2,2,2,0,2,0,False,False,False,True,True,False,False,False,False,False
西山温泉,福島県,柳津町,大字砂子原,http://www.yanaidu.com/onsen/onsen.html,―,―,4,2,0,2,0,0,0,False,True,False,True,False,False,False,False,False,False
岩瀬湯本温泉,福島県,天栄村,大字湯本,なし,―,94,3,2,1,0,0,2,0,False,True,False,False,False,False,False,False,False,False
元湯温泉,栃木県,那須塩原市,湯本塩原,なし,―,665,2,2,2,1,0,2,0,False,True,True,True,False,False,False,False,False,False
川原湯温泉,群馬県,長野原町,大字川原湯,http://www.kawarayu.jp,―,19,2,2,0,1,0,2,0,False,False,False,False,False,True,False,False,False,False
藪塚温泉,群馬県,太田市,藪塚町,なし,―,309,5,2,3,1,1,4,0,True,False,True,False,False,False,False,False,False,False
亀山温泉,千葉県,君津市,豊田旧菅間田,なし,―,341,2,2,1,1,0,2,0,False,True,True,False,False,False,False,False,False,False
西山温泉,山梨県,早川町,湯島,なし,―,657,2,2,2,1,1,2,1,False,True,False,False,False,True,False,False,False,False
出湯温泉,新潟県,阿賀野市,出湯,なし,―,22,4,2,1,1,0,2,0,True,False,False,False,True,False,False,False,False,False
麒麟山温泉,新潟県,阿賀町,鹿瀬,なし,―,430,2,2,2,2,0,2,0,False,True,False,False,True,False,False,False,False,False
柵口温泉,新潟県,糸魚川市,大字田麦平,なし,―,156,3,2,1,1,1,2,0,True,True,True,False,False,False,False,False,False,False
清津峡温泉,新潟県,十日町市,小出,なし,―,62,3,2,2,1,0,2,0,False,True,False,True,False,False,False,False,False,False
二居温泉,新潟県,湯沢町,大字三国,なし,―,―,3,2,0,0,0,2,0,True,False,False,False,False,False,False,False,False,False
切明温泉,長野県,栄村,大字堺,http://sakae-akiyamago.com/soak/396/,―,60,2,2,1,2,0,1,0,False,True,False,False,False,True,False,False,False,False
松代温泉,長野県,長野市,松代町西寺尾,なし,―,1659,3,2,2,2,1,2,0,False,True,False,False,False,False,False,False,False,False
田沢温泉,長野県,青木村,大字田沢,なし,―,251,4,2,2,2,0,2,0,False,False,False,True,False,False,False,False,False,False
崖の湯温泉,長野県,松本市,大字内田,なし,―,50,4,2,1,1,0,2,0,False,False,True,False,False,True,False,False,False,False
毒沢鉱泉,長野県,下諏訪町,－,なし,―,178,2,2,1,0,1,2,0,False,False,False,False,True,False,True,False,False,False
下條温泉,長野県,下條村,睦沢,http://shimojo-kanko.jp/onsen-higaeri.html,―,565,2,2,2,2,0,2,0,False,False,False,True,False,False,False,False,False,False
神通峡春日温泉,富山県,富山市,春日,なし,―,248,2,2,2,2,2,2,1,False,True,False,False,False,False,False,False,False,False
黒潮温泉,静岡県,焼津市,本町一丁目,なし,―,159,2,2,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False
宇久須温泉,静岡県,西伊豆町,宇久須,なし,―,300,2,2,0,0,0,2,0,False,False,False,False,False,True,False,False,False,False
尾張温泉,愛知県,蟹江町,源氏三丁目,なし,―,414,2,2,2,1,0,2,0,True,False,False,False,False,False,False,False,False,False
山海温泉,愛知県,南知多町,大字山海,なし,―,883,3,2,2,3,1,3,1,False,True,False,False,False,False,False,False,False,False
下島温泉,岐阜県,下呂市,小坂町落合,なし,―,220,2,2,1,1,0,2,0,True,False,True,False,False,False,False,False,False,False
鬼岩温泉,岐阜県,瑞浪市,日吉町,http://www.oniiwaonsen.com,―,400,2,2,2,1,1,2,0,True,False,False,False,True,True,False,False,False,False
犬鳴山温泉,大阪府,泉佐野市,大木,なし,―,357,4,2,3,3,1,3,0,False,False,False,True,False,False,False,False,False,False
宝塚温泉,兵庫県,宝塚市,栄町二丁目,なし,―,1977,2,2,2,1,0,2,0,False,True,False,False,False,False,False,False,False,False
湯川温泉,和歌山県,那智勝浦町,大字湯川,なし,―,56,2,2,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False
岩井温泉,鳥取県,岩美町,大字岩井,http://yukamuri.net,―,281,2,2,1,1,0,2,0,False,False,False,False,True,True,False,False,False,False
鹿野温泉,鳥取県,鳥取市,鹿野町今市,なし,―,459,2,2,2,2,0,2,0,True,False,False,False,False,False,False,False,False,False
三瓶温泉,島根県,大田市,三瓶町志学,なし,―,592,3,2,2,2,1,2,0,False,True,False,False,False,False,False,True,False,False
湯抱温泉,島根県,美郷町,湯抱,なし,―,―,3,2,0,0,0,2,0,False,True,True,False,False,False,False,False,False,False
有福温泉,島根県,江津市,有福温泉町,http://www.arifuku.net,―,236,2,2,2,1,0,2,1,True,False,False,False,False,False,False,False,False,False
脇田温泉,福岡県,宮若市,脇田,http://www.wakakanko.jp,―,513,6,2,2,2,2,2,0,True,False,False,False,False,False,False,False,False,False
船小屋温泉,福岡県,筑後市,大字尾島,http://www.funagoya.org,―,344,3,2,2,1,0,3,0,True,False,False,False,False,False,False,False,False,False
熊の川温泉,佐賀県,佐賀市,富士町大字上熊川,http://www.fuji-spa.com,―,89,2,2,1,0,0,2,0,False,False,False,False,True,True,False,False,False,False
九酔渓温泉,大分県,九重町,大字田野,http://kyusuikei.com,―,49,2,2,1,1,1,1,0,False,False,True,False,False,False,False,False,False,False
山川温泉,熊本県,小国町,大字北里,なし,―,79,3,2,1,2,0,2,1,True,False,False,True,False,True,False,False,False,False
田の原温泉,熊本県,南小国町,大字満願寺,なし,―,69,2,2,1,2,0,1,0,False,True,True,False,True,False,False,False,False,False
湯之尾温泉,鹿児島県,伊佐市,菱刈川北,なし,―,55,5,2,1,2,0,2,0,False,True,True,False,False,False,False,False,False,False
宮之城温泉,鹿児島県,さつま町,湯田,なし,―,311,7,2,2,1,0,2,0,True,False,False,True,False,False,False,False,False,False
川内高城温泉,鹿児島県,薩摩川内市,湯田町,http://www.sendaitakionsen.com/onsen,―,33,6,2,1,0,1,2,0,False,False,False,True,False,False,False,False,False,False
安楽温泉,鹿児島県,霧島市,牧園町宿窪田,なし,―,342,5,2,2,1,0,2,0,False,False,True,False,False,False,False,False,False,False
市比野温泉,鹿児島県,薩摩川内市,樋脇町市比野,なし,―,175,5,2,2,1,1,2,0,True,False,False,False,False,True,False,False,False,False
湯之元温泉,鹿児島県,日置市,東市来町湯田,なし,―,―,5,2,0,1,0,2,0,False,False,False,True,True,False,False,False,False,False
鹿屋温泉,鹿児島県,鹿屋市,向江町,http://www.kanoya.in/onsen/,―,951,2,2,2,0,2,2,0,False,False,True,False,False,False,False,False,False,False
うなぎ温泉,鹿児島県,指宿市,山川成川,なし,―,73,3,2,0,1,0,2,0,True,False,False,False,False,False,False,False,False,False
吉奈温泉,静岡県,伊豆市,吉奈,なし,―,839,2,2,2,2,0,2,2,True,False,False,False,False,False,False,False,False,False
浮島温泉,静岡県,西伊豆町,仁科,なし,―,95,2,2,1,1,0,2,0,False,True,False,False,False,False,False,False,False,False
浜村温泉,鳥取県,鳥取市,気高町勝見,なし,―,263,3,2,2,2,0,2,0,False,True,False,False,True,False,False,False,False,False
荒尾温泉,熊本県,荒尾市,本井手,http://arao.kumanomoto.com,―,1068,2,2,2,1,0,2,0,True,False,False,False,False,False,False,False,False,False
屈斜路湖畔温泉郷,北海道,弟子屈町,字サワンチサップ,なし,―,203,3,2,1,2,0,2,0,True,False,False,False,False,False,False,False,False,False
ニセコ東山温泉,北海道,ニセコ町,字東山,なし,―,153,2,2,2,2,0,2,2,False,True,True,False,False,True,False,False,False,False
鹿部温泉,北海道,鹿部町,字鹿部,なし,―,39,4,2,3,1,0,3,0,False,True,False,False,False,True,False,False,False,False
寒河江温泉,山形県,寒河江市,元町一丁目,なし,―,370,2,2,2,1,0,2,0,True,True,True,False,False,False,False,False,False,False
奥鬼怒温泉郷,栃木県,日光市,川俣,なし,―,338,3,2,1,2,0,2,0,True,True,True,True,False,False,False,False,False,False
鷹の巣温泉,新潟県,関川村,大字湯沢,なし,―,253,2,2,2,2,0,2,1,False,True,False,False,False,True,False,False,False,False
上高地温泉,長野県,松本市,安曇,なし,―,422,3,2,3,2,0,3,2,True,False,False,False,False,False,False,False,False,False
旭温泉,島根県,浜田市,旭町木田,なし,―,906,3,2,2,2,0,2,0,True,False,False,False,False,False,False,False,False,False
玉川温泉,秋田県,仙北市,田沢湖玉川,https://www.tamagawa-onsen.jp/,―,1440,2,2,2,1,2,2,0,False,True,False,False,False,False,True,True,False,False
岩尾別温泉,北海道,不明,不明,なし,―,61,1,1,1,1,0,1,0,False,True,True,False,False,False,False,False,False,False
女満別温泉,北海道,大空町,女満別湖畔三丁目,なし,―,123,2,1,1,1,1,1,0,True,False,False,False,False,False,False,False,False,False
標茶温泉,北海道,標茶町,桜八丁目,http://www.sip.or.jp/~kankou/stay/stay-top.html,―,127,2,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
盃温泉,北海道,泊村,大字興志内村,なし,―,65,2,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False
ニセコ湯本温泉,北海道,不明,不明,なし,―,209,1,1,1,1,0,1,0,False,False,False,True,False,False,False,False,False,False
