name,prefecture,city,lv01Nm,link,hyoka,comi,yado,onsen_num,dai,roten,sauna,kinen,kokyu,tanjun,enka,tansan,iou,housya,ryusan,sansei,gantetsu,nisan,youso,latitude,longitude,都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
花巻温泉郷,岩手県,花巻市,鉛,,4.36,15900,24,19,16,12,6,19,3,True,True,True,True,True,True,False,False,False,False,39.453714,141.05478,岩手県,岩手郡滝沢村鵜飼字土沢,141.0,5.0,18.0,39.0,44.0,49.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,秋田地熱資源図説明書，地質調査所，1996
東山温泉,福島県,会津若松市,東山町大字石山,http://www.aizu-higashiyama.com/index.html,3.94,16900,18,18,16,10,3,18,1,True,True,False,False,True,True,False,False,False,False,37.473757,139.96228,福島県,福島県耶麻郡北塩原村,140.0,4.0,18.0,37.0,43.0,22.0,0,井戸,温泉・鉱泉,700.0,0,0,43.1,>104,0,8.1,0,0,0,0,0,0,0,0,0,0,0,255.0,3.1,0,0,0,0.3,213.0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,0,0,0,0,0,0,0,0,935.0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,31.0,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
尾瀬戸倉温泉,群馬県,片品村,大字戸倉,,4.43,1044,20,18,8,0,1,17,0,True,True,False,True,False,False,False,False,False,False,36.8383043,139.2460807,群馬県,利根郡片品村,139.0,19.0,58.0,36.0,51.0,52.0,0,不明,温泉・鉱泉,0,0,0,38.5,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,734.5,18.8,0,0,0,163,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1735,0,0,0,0,0,0,0,0,52.4,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,"新潟地熱資源図説明書,地質調査所,1993"
猿ヶ京温泉,群馬県,みなかみ町,猿ヶ京温泉,http://www.sarugakyo-ryokan.com/,4.29,4947,20,18,13,15,1,18,0,True,True,False,False,True,True,False,False,False,False,36.7284662,138.888361,群馬県,利根郡水上町,139.0,2.0,53.0,36.0,50.0,48.0,0,不明,温泉・鉱泉,0,0,0,73.0,1860.0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,175,12.5,0,0,0,1.6,46,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,200,0,0,0,0,27.7,0,0,0,0,0,0,0,0,82.3,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
鴨川温泉,千葉県,鴨川市,西町,http://www.kamogawa-hotel.info,4.22,7573,20,18,14,9,3,19,1,True,True,True,True,False,False,False,False,False,False,35.0793452,140.0980036,千葉県,0,140.0,13.0,48.0,35.0,12.0,13.0,0,不明,温泉・鉱泉,0,0,0,19.2,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,1117.0,22.1,0,0,0,5.28,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1101.0,5.01,1.63,0,0,0,0,0,0,<1,0,0,0,0,1142.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1993.11.15.,"千葉県を中心とした地域の温鉱泉水およびガス田付随水中の臭化物およびヨウ化物イオン含量,温泉科学　第46巻,1996"
三朝温泉,鳥取県,三朝町,大字山田,http://spa-misasa.jp,4.32,6689,20,18,14,11,5,18,1,True,True,True,False,True,True,False,False,False,False,35.406954,133.893779,鳥取県,鳥取市,134.0,14.0,20.0,35.0,29.0,21.0,0,井戸,温泉調査井,300.0,0,14.4,52.3,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.7,0,0,0,0,0,0,0,0,0,0,0,0,990.0,0,0,0,0,0,0,0,0,1460.0,0,0,0,0,504.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1961.4.27.,"鳥取市内温泉の試錐による調査研究水温および化学成分について,岡山大学温研報告,1963"
湯田温泉,山口県,山口市,湯田温泉四丁目,http://www.yudaonsen.com,4.20,13265,18,18,14,9,5,18,2,True,False,False,True,False,False,False,False,False,False,34.164037,131.457221,山口,0,131.0,16.0,18.269999999881747,34.0,1.0,44.349999999988654,0,井戸,温泉・鉱泉,250,0,11.8,40.1,83.6,0,8.91,0,27.5,0,0,262.0,0,0,0,0,0,0,81.5,1,0,0,0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,11.4,75.26,0,0,0,0,0,0,0,0,5.42,0,0,0,0,30.5,21.0,0,0,0,0,0,0,0,0,43.77,0,0.0,0,0,0,0,0,0,0,mg/kg,1991.3.,"山口県の温泉概観,山口県の自然,1988"
湯野浜温泉,山形県,鶴岡市,湯野浜一丁目,http://www.yunohamaonsen.com,4.12,5744,18,17,16,9,5,17,1,True,True,False,False,True,True,False,False,False,False,38.783523,139.754222,山形県,飽海郡遊佐町杉沢,139.0,57.0,46.0,39.0,0.0,8.0,0,不明,温泉・鉱泉,0,0,0,7,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,13.56,1.599,0,0,0,13.13,16.93,0,0,0,0,0,0,0,0,0,0,0,0,18.44,0,0,0,0,0,0,0,0,2.469,0,0,0,0,157.1,0,0,0,0,0,0,0,0,24.7,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,秋田地熱資源図説明書，地質調査所，1996
苗場温泉,新潟県,湯沢町,大字三国,,4.19,2028,20,17,10,5,0,20,0,True,True,True,False,True,True,False,False,False,False,36.7906816,138.792326,新潟県,南魚沼郡六日町,138.0,58.0,4.0,37.0,2.0,58.0,0,不明,温泉・鉱泉,200,0,0,26.9,1640.0,0,7.5-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
山中温泉,石川県,加賀市,山中温泉下谷町,https://www.yamanaka-spa.or.jp,3.99,7306,19,17,15,16,5,17,4,True,False,False,False,True,True,False,False,False,False,36.2468657629394,136.373641967773,石川県,白山地域,136.0,46.0,20.0,36.0,15.0,16.0,0,湧泉,温泉・鉱泉,0,0,0,81.0,0,0,7.8,0,0,0,0,2530.0,0,0,-120.0,0,0,0,523.0,51.0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.10.,"中部地方における温泉水中のホウ素の地球化学的研究（第１報）,地球化学,1983"
熱川温泉,静岡県,東伊豆町,奈良本,http://www.atagawa.net,4.24,6614,17,17,11,13,4,16,1,False,True,False,False,True,True,False,False,False,False,34.8163963,139.0720849,静岡県,熱海市,139.0,4.0,13.0,35.0,5.0,52.0,0,井戸,温泉・鉱泉,300.0,0,0,63.0,0,0,8.0,0,0,0,0,9300.0,0,0,0,0,0,0,555.0,15.1,0,0,0,1.7,980.6,0,0,0.6,0,0,0,0.7,0,0,0,0,0,2155.8,0,0,0,0,0,0,0,0,629.2,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,8.2,0.0,0,0,0,0,0,0,0,0,1964,"熱海温泉の熱水系について,地調月報,1969"
湯原温泉郷,岡山県,真庭市,湯原温泉,http://www.yubara.com,4.30,5535,18,17,10,12,2,17,1,True,False,False,False,False,False,False,False,False,False,35.1999311,133.7325018,岡山県,奥津荘,133.0,55.0,30.0,35.0,13.0,10.0,0,不明,温泉・鉱泉,0,0,29.5,42.8,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,2.0,0,0,0,0,0,0,0,0,0,0,0,1.6,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"山陰地方の温泉のフッ素含有量,電気通信大学学報（理工学編）,1981"
八幡平温泉,岩手県,八幡平市,松尾寄木,http://www.hachimantai.or.jp/onsen/search.cgi,4.26,1607,19,16,5,4,2,16,1,True,False,False,True,False,False,False,False,False,False,39.902998,140.975115,岩手県,二戸郡安代町小屋畑,141.0,1.0,13.0,40.0,4.0,30.0,0,不明,温泉・鉱泉,0,0,0,33.4,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,33.8,0.3,0,0,0,0.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,57.5,0,0,0,0,31.4,0,0,0,0,0,0,0,0,10.5,0,0,0.0,0,0,0,0,0,0,0,0,0,青森地熱資源図説明書，地質調査所，2001
秋保温泉,宮城県,仙台市太白区,秋保町湯元,http://akiuonsenkumiai.com,4.11,21611,19,16,16,12,7,18,4,False,True,False,True,True,False,False,False,False,False,38.226743,140.7181364,宮城県,志田郡三本木町坂本字青山,140.0,54.0,28.0,38.0,30.0,38.0,0,不明,温泉・鉱泉,0,0,0,<25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,秋田地熱資源図説明書，地質調査所，1996
湯野上温泉,福島県,下郷町,大字湯野上,http://yunokami.com,4.03,1477,23,16,11,12,0,15,1,True,False,False,True,False,False,False,False,False,False,37.3026994,139.8963801,福島県,猪苗代湖畔,140.0,3.0,50.0,37.0,32.0,50.0,0,湧泉,温泉･鉱泉,0,0,0,22,0,無色澄明,7,0,0,1.0007,0,704.0,0,0,0,0,0,0,160.0,49.9,0,0,0,0.6,29.5,0,0,1.2,0,76.1,0,0,0,0,0,0,0,221.8,0,0,0,0,0,0,0,0,30.4,0,0,0,0,349.3,0,0,0,0,0,0,0,0,0,83.9,0,0.0,0,8.7,0,0,0,0,0,mg/kg,1952/1,福島県の温泉の成分に関する研究（その６），福島県衛生研研究報告，1955
姥子温泉,神奈川県,箱根町,仙石原,,4.11,7238,17,16,13,13,5,16,1,True,True,True,True,True,True,False,False,False,False,35.2476078,138.9987311,神奈川県,信玄館,139.0,3.0,10.0,35.0,26.0,30.0,0,井戸,温泉・鉱泉,0,0,0,32.9,0,0,9.93,7.75,0,0,0,528.6,0,0,0,0,0,0.088,153.0,1.72,0,0,0,0.48200000000000004,19.9,0,0,0.068,0,0.15,0,0,0,0,0,0,0,44.57,0,0,1.45,0,0,0,0,0,260,0,0,0,0,32.6,1.64,0,0,0,0,0,0,0,0,0,1.319,0.446,0,0,0,0,0,0,0,0,1963-09-27 00:00:00,"丹沢山地の温泉鉱泉.神奈川県温研報告,1964"
鹿教湯温泉,長野県,上田市,西内,http://www.kakeyu.or.jp,4.05,2371,20,16,16,11,0,16,0,True,False,False,False,False,False,False,False,False,False,36.3012855,138.1349177,長野県,更埴市,138.0,10.0,2.0,36.0,31.0,56.0,0,不明,温泉・鉱泉,0,0,0,24,30.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
氷見温泉郷,富山県,氷見市,阿尾,https://kitokitohimi.com/site/stay/himionsen.html,4.02,3459,18,16,13,8,1,17,0,True,True,True,False,False,False,False,False,False,False,36.8449209,136.9973356,富山県,立山地域,137.0,38.0,15.0,36.0,52.0,33.0,0,湧泉,温泉・鉱泉,0,0,0,47.0,0,0,8.2,0,0,0,0,920.0,0,0,-200.0,0,0,0,417.0,17.0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,357.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.10.,"中部地方における温泉水中のホウ素の地球化学的研究（第１報）,地球化学,1983"
玉造温泉,島根県,松江市,玉湯町玉造,http://tamayado.com,4.23,12372,17,16,15,14,4,16,2,True,True,False,False,True,True,False,False,False,False,35.4146962,133.0101908,島根,長楽園竜宮,133.0,0.0,50.0,35.0,24.0,50.0,0,不明,温泉・鉱泉,0,0,0,72.0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0.275,385.0,12.8,0,0,0,0.7,141.0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,227.0,0.54,0.006,0,0,0,0,0,0,869.0,0,0,0,0,27.46,0,0,0,0,0,0,0,0,40.0,0,5.3,0.0,0,0,0,0,0,0,0,0,1966-07-16 00:00:00,"島根県温泉の化学,温泉科学,1977"
六日町温泉郷,新潟県,南魚沼市,小栗山,http://www.muikamachi.jp/hotspring/index.html,4.17,1910,22,16,11,7,0,16,0,True,True,False,False,False,False,False,False,False,False,37.071185,138.848245,新潟県,北魚沼郡湯之谷村,139.0,0.0,56.0,37.0,13.0,30.0,0,不明,温泉・鉱泉,409,0,0,24.5,740.0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,352.9,21.2,0,0,0,57.9,275,0,0,0,0,0,0,0,0,0,0,0,0,72.7,0,0,0,0,0,0,0,0,964.9,0,0,0,0,764.2,0,0,0,0,0,0,0,0,59.2,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
定山渓温泉,北海道,札幌市南区,定山渓温泉東二丁目,http://jozankei.jp,4.17,12490,17,15,13,14,7,15,4,True,True,False,False,False,False,False,False,False,False,42.9705042,141.1647216,北海道,当別町太美,141.0,27.0,3.0,43.0,11.0,15.0,0,井戸,温泉・鉱泉,100,0,0,26.0,50,0,8.1,8.2,0,0,0,1887.0,0,0,0,0,0,0,682.0,30.8,0,0,0,11.7,9.1,0,0,0.06,0.05,0.12,0,0.12,0,0.008,0,0,0.15,929.6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,368.4,3.7,0,0,0,0,0,0,0,128.9,0,14.2,0.0,0,0,0,0.019,0,0,0,0,1973-10-31 00:00:00,"北海道の地熱・温泉（C）北海道中央部、北海道立地下資源調査所,1979"
肘折温泉,山形県,大蔵村,大字南山,http://hijiori.jp,4.39,2023,19,15,12,5,0,15,1,True,True,True,False,False,False,False,False,False,False,38.6081559,140.167102,山形県,最上郡真室川町及位,140.0,21.0,6.0,38.0,58.0,1.0,0,湧泉,温泉・鉱泉,0,0,0,4.8,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,8.05,0.899,0,0,0,3.767,4.605,0,0,0,0,0,0,0,0,0,0,0,0,20.59,0,0,0,0,0,0,0,0,4.038,0,0,0,0,20.07,0,0,0,0,0,0,0,0,8.1,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,秋田地熱資源図説明書，地質調査所，1996
磐梯熱海温泉,福島県,郡山市,熱海町熱海五丁目,http://www.bandaiatami.or.jp,4.27,5825,20,15,12,13,4,15,4,True,False,False,False,False,True,True,False,False,False,37.491392,140.256629,福島県,福島市飯坂町,140.0,26.0,18.0,37.0,50.0,10.0,0,井戸,温泉・鉱泉,0,0,0,64.5,209,0,8.3,0,0,0,0,0,0,0,0,0,0,0,253.9,5.3,0,0,0,1.7,39.6,0,0,0,0,0,0,0,0,0,0,0,0,137.3,0,0,0,0,0,0,0,0,415.3,0,0,0,0,52.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
いわき湯本温泉,福島県,いわき市,常磐湯本町,http://www.iwakiyumoto.or.jp,4.15,5195,17,15,12,5,1,13,0,True,True,True,True,True,True,False,False,False,False,37.0076668,140.8467882,福島県,福島県いわき市四倉町上仁井田,140.0,59.0,23.0,37.0,5.0,50.0,0,不明,温泉・鉱泉,0,0,0,<25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.0,28.2,0,0,0,78.8,94.2,0,0,0,0,0,0,0,0,0,0,0,0,743.1,0,0,0,0,0,0,0,0,2.5,0,0,0,0,267.2,0,0,0,0,0,0,0,0,46.6,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,新潟地熱資源図説明書，地質調査所，1993
那須湯本温泉,栃木県,那須町,大字湯本,http://www.nasuonsen.com,4.10,2228,18,15,7,4,0,13,0,True,True,False,True,False,True,True,False,False,False,37.094196,140.002625,栃木県,那須郡那須町,140.0,0.0,16.0,37.0,6.0,16.0,0,不明,温泉・鉱泉,0,0,0,34.0,559.0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,54.6,18.2,0,0,0,24.5,53.3,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,163.0,0,0,0,0,133.0,0,0,0,0,0,0,0,0,137.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
