都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,434.5,,28.2,25.6,0.02777777777777778,,7.6,7.9,,,,,,,,120,,,,,,,28.4,192.2,275.5,,,,,4.76,,5.55,,,,,,16360,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.55,,22,226,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,486.1,,,19.5,0.05902777777777778,,8.2,8.2,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,9970,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,946,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,439.1,,30.2,18.6,0.1902777777777778,,7,7.6,,,,,,,,,,,,,,,,202.8,173.7,,,,,5.46,,5.59,,,,,,15910,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.42,,246,1382,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,481.8,,,18.3,0.07847222222222222,,7.6,7.9,,,,,,,,289,,,,,,,30,106.3,107.8,,,,,0.42,,0.69,,,,,,7720,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.16,,8.4,785,,,1.21,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,497.3,,30.3,17.4,0.1909722222222222,,7.8,8,,,,,,,,,,,,,,,,173.4,109.8,,,,,,,,,,,,,14380,43.8,14.5,,,,,,,<1,,,,,,,,,,,,,,,,,,,22,664,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,476.5,,,31.5,6.479166666666667,,7.1,7.4,,,,,,,,94.6,,,,,,,28.8,240.4,151.7,,,,,10,,11.5,,,,,,13840,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.14,,198,1022,,,0.02,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,480.9,,26.6,26.6,1.302083333333333,,7,7.6,,,,,,,,,,,,,,,18.2,,,,,,,11.67,,12.41,,,,,,12370,,,,0,,,,,,,,,,,,,,,,,,,,,,,,145,755,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,476.7,,30.8,25.2,0.3277777777777778,,7.4,7.8,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,,9570,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,1043,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,503.1,,26,25.1,4.952777777777778,,,,,,,,,,,114,,,,,,,17.5,190.1,313.4,,,,,1.75,,,,,,,,12280,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.1,,,411,,,0.01,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,472.7,,27.2,18.8,0.2534722222222222,,7.5,7.9,,,,,,,,,,,,,,,,291,207.6,,,,,0,,0,,,,,,15380,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.33,,57.2,904,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
