都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
奈良県,新庄町,135,43,10,34,29,10,,井戸,用水,120,,,17.6,800,無色透明,6.8,7.7,,,,,,3000,,3.42,,,18.8,1.8,,,2.13,8.9,28,,,,0.76,6.02,,6.07,,,,,,8.6,,,,0,0,,,,4.3,,,,,165.36,,,,,,,,,51.8,,,0.04,,,,,,0.24,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,新庄町,135,43,10,34,28,40,,井戸,用水,90,,,18.4,600,無色透明,6.4,7.9,,,,,,3300,,3.08,,,15.4,2.4,,,2.13,8.1,30.6,,,,0.65,3.89,,4.16,,,,,,12.9,,,,0,0,,,,20.6,,,,,138.52,,,,,,,,,49,,,0.04,,,,,,0.48,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,御所市,135,44,40,34,27,40,,井戸,用水,130,,,17.4,1440,無色透明,6.8,8.1,,,,,,1900,,1.64,,,34.4,2.2,,,1.3,13.7,44.8,,,,0.54,3.07,,3.14,,,,,,37.2,,,,0,0,,,,17.3,,,,,225.16,,,,,,,,,41.1,,,0.14,,,,,,0.32,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,吉野郡吉野山,135,51,47,34,21,57,,井戸,温泉・鉱泉,5,,,14.8,,微白濁,6,7.1,,,,,,,,,,,,,,,,14.9,245,,,,,,,,,,,,,60.8,,,,,,,,,5,,,,,1110,,,,,,,,,,,,0.27,,391,1190,,,,,,,"阪神地域および紀伊半島西部地域のヘリウム資源について,地調月報,1969"
奈良県,村営ボーリング,135,48,53,33,59,21,,井戸,温泉・鉱泉,130,,,61,10,無透,9,9,,,,,,,,,,,,,,,,0.1,1.8,,,,,,,,,,,,,5.8,,,,,,,,,2,,,,,129,13.5,,,,,,,,,,,0.44,,,103,,,,,,,"阪神地域および紀伊半島西部地域のヘリウム資源について,地調月報,1969"
奈良県,下湯,135,45,16,33,55,26,,井戸,温泉・鉱泉,,,,68.3,,無透,7.6,8.2,,,,,,,,,,,,,,,,2.1,18.4,,,,,,,,,,,,,184,,,,,,,,,1.4,,,,,1280,,,,,,,,,,,,1.84,,29.5,953,,,,,,,"阪神地域および紀伊半島西部地域のヘリウム資源について,地調月報,1969"
奈良県,下湯,135,45,16,33,55,26,,不明,温泉・鉱泉,,,,58,,,8.2,,,,,,,,,,,,467,16.9,,,,2.1,15.6,,,,,,,,,,,,,147,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
奈良県,ボーリング井,135,48,53,33,59,21,,井戸,温泉・鉱泉,,,,57,,,8.9,,,,,252,,,,,,,53.8,0.94,,,,0.04,2,,,,,,,,,,,,6.46,9.04,,,,,,,,,0,,,,,122,12,,,,,,,,,,0,,1.72,,,,,,,,,"紀伊半島の中南部温泉水中のフッ素含有量,地調月報,1986"
奈良県,自噴井,135,48,53,33,59,21,,井戸,温泉・鉱泉,,,,51.2,,,8.75,,,,,244,,,,,,,53.8,1.18,,,,0.14,3.13,,,,,,,,,,,,6.2,10.1,,,,,,,,,2.35,,,,,128,12,,,,,,,,,,0,,0.86,,,,,,,,,"紀伊半島の中南部温泉水中のフッ素含有量,地調月報,1986"
奈良県,上湯温泉,135,44,13,33,55,39,,湧泉,温泉・鉱泉,,,,57.8,,,7.75,,,,,1187,,,,,,,425,15,,,,0.35,4,,,,,,,,,,,,5.39,46.2,,,,,,,,,1.98,,,,,1135,,,,,,,,,,,15,,0,18,,,,,,,,"紀伊半島の中南部温泉水中のフッ素含有量,地調月報,1986"
奈良県,下湯温泉,135,45,16,33,55,26,,井戸,温泉・鉱泉,,,,54,,,7.05,,,,,1287,,,,,,,445,17,,,,1.95,20,,,,,,,,,,,,4.62,146,,,,,,,,,0,,,,,1086,,,,,,,,,,,12.8,,0,49.4,,,,,,,,"紀伊半島の中南部温泉水中のフッ素含有量,地調月報,1986"
