都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
新潟県,,137,52,34,36,51,50,,湧泉,温泉・鉱泉,,,,48.2,,,6.2,,,,,880,,,,,,,,,,,,22.7,57.3,,,,,,,,,,,,,268,,,,,,,,,55.5,,,,,378,,,,,,,,,,,,,,33,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,,137,52,34,36,51,50,,湧泉,温泉・鉱泉,,,,44.5,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,2号井（ガス試堀井）,138,52,34,37,3,29,,井戸,温泉・鉱泉,330,,,58,,,7.2,,,,,1359,,,,,,,400,15,,,,1.7,71.8,,,0,,0,,,,,,,,633,1.95,0.5,,,,,,,38.7,,,,,73.26,,,,,,,,,,,,,,4.2,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,4号井（ガス試堀井）,138,52,34,37,3,29,,井戸,温泉・鉱泉,360,,,52,,,7.2,,,,,1487,,,,,,,428,18,,,,1.2,78.4,,,0,,0,,,,,,,,689,2.11,0.55,,,,,,,41.2,,,,,51.9,,,,,,,,,,,,,,4.2,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,中越バス源泉（ガス試堀井）,138,52,34,37,3,29,,井戸,温泉・鉱泉,400,,,50,,,7.2,,,,,1764,,,,,,,481,20,,,,1.8,94.8,,,0,,0,,,,,,,,828,2.84,0.6,,,,,,,37,,,,,54.9,,,,,,,,,,,,,,3.8,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,梶山新湯,137,56,21,36,55,52,,湧泉,温泉・鉱泉,,,,50,,,6.6,,,,,1690,,,,,,,,,,,,10.4,64.9,,,,,,,,,,,,,331.9,,,,,,,,,7.4,,,,,1238,,,,,,,,,,,,,,50,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,梶山元湯,137,57,58,36,55,0,,湧泉,温泉・鉱泉,,,,33.5,,,7,,,,,1124,,,,,,,,,,,,6.4,23.5,,,,,,,,,,,,,147.5,,,,,,,,,4.5,,,,,921,,,,,,,,,,,,,,17,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,薬師湯,137,48,10,36,48,30,,湧泉,温泉・鉱泉,,,,56.5,,,2,,,,,1544,,,,,,,,,,,,66.2,16.9,,,,,,,,,,,,,11.3,,,,,,,,,879.9,,,,,,,,,,,,,,,,,,,,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,仙気湯,137,48,10,36,48,30,,湧泉,温泉・鉱泉,,,,54.5,,,2.7,,,,,550,,,,,,,,,,,,16.9,12.2,,,,,,,,,,,,,11.3,,,,,,,,,259.6,,,,,,,,,,,,,,,,,,,,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,総湯,137,48,10,36,48,30,,湧泉,温泉・鉱泉,,,,68,,,3.2,,,,,274,,,,,,,,,,,,,7.5,,,,,,,,,,,,,5.6,,,,,,,,,121.2,,,,,,,,,,,,,,,,,,,,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,黄金湯,137,48,10,36,48,30,,湧泉,温泉・鉱泉,,,,41,,,7.3,,,,,1168,,,,,,,,,,,,148.4,25.3,,,,,,,,,,,,,11.3,,,,,,,,,115.5,,,,,1116,,,,,,,,,,,,,,6.6,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,KR-1-1,,,,,,,,井戸,ガス井,,,,41.7,1072,,7.7,,,,,,,,,,,,,,,,247.3,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962-05-24 00:00:00,"日本の天然ガスの成因,アメリカ石油地質学雑誌,1964"
新潟県,KR-5-2,,,,,,,,井戸,ガス井,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962-05-23 00:00:00,"日本の天然ガスの成因,アメリカ石油地質学雑誌,1964"
新潟県,KR-9-2,,,,,,,,井戸,ガス井,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962-05-23 00:00:00,"日本の天然ガスの成因,アメリカ石油地質学雑誌,1964"
新潟県,KR-15-1,,,,,,,,井戸,ガス井,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962-05-23 00:00:00,"日本の天然ガスの成因,アメリカ石油地質学雑誌,1964"
新潟県,１．（ますふく）,139,26,50,38,12,40,,不明,温泉・鉱泉,,,,98,,,8,,,,,,,,,,,,1260,48.2,,,,3.5,66.3,,,,,,,,,,,,,1900,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
新潟県,２．（りゅうせんかく）,139,26,50,38,12,40,,不明,温泉・鉱泉,,,,97,,,8.6,,,,,,,,,,,,1240,78.2,,,,0.6,93,,,,,,,,,,,,,2030,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
新潟県,３．（だいかんそう）,139,26,50,38,12,40,,不明,温泉・鉱泉,,,,89,,,8.6,,,,,,,,,,,,1345,65.5,,,,1.4,87,,,,,,,,,,,,,2049,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
新潟県,,139,35,10,38,4,50,,不明,温泉・鉱泉,,,,73,,,7.8,,,,,,,,,,,,630,45.7,,,,2.7,72.3,,,,,,,,,,,,,764,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
新潟県,,,,,,,,,不明,温泉・鉱泉,,,,87,,,7.9,,,,,,,,,,,,768,50.5,,,,2.1,70.1,,,,,,,,,,,,,976,,,,,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
新潟県,,139,18,50,37,52,40,,不明,温泉・鉱泉,,,,49,,,8.3,,,,,,,,,,,,1290,28.1,,,,27.8,35.3,,,,,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
新潟県,,,,,,,,,不明,温泉・鉱泉,,,,48,,,7.6,,,,,,,,,,,,1040,21.8,,,,10.1,187,,,,,,,,,,,,,815,,,,,,,,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
