都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
京都府,中京区西ノ京桑原町8,135,44,0,35,0,40,,井戸,用水,121,,,17.9,,,,,,,,,,,,12.5,,,65.4,1.2,,,0.1,5.6,14.7,,,,,,,,,,,,,51.6,,,,0,,,,,0,,,,,162,,,,,,,,,24.5,,,,,,,,,0.32,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,中京区壬生辻町31,135,45,0,34,59,50,,井戸,用水,136,,,17.4,,,,,,,,,,,,11.6,,,13,1.4,,,0,4.8,13.3,,,,,,,,,,,,,17,,,,0.01,,,,,7,,,,,52.5,,,,,,,,,22.3,,,,,,,,,0.03,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,中京区壬生辻町31,135,45,0,34,59,50,,井戸,用水,8,,,16.1,,,,,,,,,,,,13.2,,,64.9,1.4,,,0,9.7,27.5,,,,,,,,,,,,,107.1,,,,0.06,,,,,5,,,,,108,,,,,,,,,25,,,,,,,,,0.16,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,下京区中堂寺粟田町1,135,44,40,34,59,40,,井戸,用水,119,,,16.9,,,6.8,7.2,,,,,,,,37.4,,,34.6,1.4,,,0.5,8.1,20.5,,,,,0.27,0,,,,,,,50.1,,,,0.13,,,,,14,,,,,83.5,,,,,,,,,25.6,,,,,,,,,0.12,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,下京区中堂寺粟田町1,135,44,40,34,59,40,,井戸,用水,121.2,,,17.4,,,6.8,7.3,,,,,,,,18.4,,,49.4,2.1,,,0.1,9.5,24.9,,,,,0.08,0,,,,,,,79.2,,,,0.09,,,,,13,,,,,101.3,,,,,,,,,25.5,,,,,,,,,0.14,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,下京区朱雀分木町市有地,135,45,0,34,59,30,,井戸,用水,100,,,16.5,,,6.6,7.2,,,,,,,,3,,,15.6,1.3,,,0.1,6.8,17.7,,,,,0,0,,,,,,,19.5,,,,0,,,,,9,,,,,68.9,,,,,,,,,26.3,,,,,,,,,0.1,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,下京区西大路御所内東2,135,44,10,34,59,0,,井戸,用水,33,,,,,,6.2,7.1,,,,,,,,29.3,,,15,1.8,,,1,4.4,15.2,,,,,0.01,0.01,,,,,,,22,,,,0.02,,,,,2,,,,,53.7,,,,,,,,,27,,,,,,,,,0.06,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区猪之馬場町3の2,135,43,50,34,58,50,,井戸,用水,43.4,,,17.8,,,6.8,7.2,,,,,,,,6.1,,,36.4,1.8,,,1.5,14,33.7,,,,,0.02,,,,,,,,106.5,,,,0.02,,,,,1,,,,,84.2,,,,,,,,,25.4,,,,,,,,,,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区猪之馬場町3の2,135,43,50,34,58,50,,井戸,用水,29.5,,,17.7,,,6.2,7,,,,,,,,14.2,,,20.7,1.8,,,0.1,7.5,15.8,,,,,0,0,,,,,,,23.8,,,,0.06,,,,,19,,,,,67.7,,,,,,,,,18.7,,,,,,,,,0.03,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区猪之馬場町3の2,135,43,50,34,58,50,,井戸,用水,31,,,16.6,,,6.6,7.2,,,,,,,,36.7,,,36,1.3,,,0.1,3.5,12.1,,,,,0,0.02,,,,,,,40.1,,,,0.02,,,,,5,,,,,72,,,,,,,,,19.6,,,,,,,,,0.24,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区西九条北の内町8,135,45,40,34,58,50,,井戸,用水,9,,,16.2,,,6.2,7,,,,,,,,11.4,,,14.4,6.9,,,0.1,5.1,19.2,,,,,0,0,,,,,,,22,,,,0.02,,,,,17,,,,,54.3,,,,,,,,,17.7,,,,,,,,,0.18,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区東九条南山王,135,46,10,34,58,50,,井戸,用水,60,,,16.5,,,,,,,,,,,,10.6,,,28.2,1.7,,,0,8.8,13.5,,,,,,,,,,,,,39.8,,,,0,,,,,17,,,,,76.3,,,,,,,,,37,,,,,,,,,0,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区落合町31,135,44,40,34,58,10,,井戸,用水,150,,,17.2,,,,,,,,,,,,16.2,,,43,1.5,,,0.1,5.6,14,,,,,,,,,,,,,52.9,,,,0.02,,,,,1,,,,,90.2,,,,,,,,,32,,,,,,,,,0.48,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区上鳥羽上調子町25,135,45,0,34,57,50,,井戸,用水,100,,,17.4,,,6.8,7.4,,,,,,,,28.3,,,49.5,2.6,,,0.6,5.1,12.7,,,,,3.91,0,,,,,,,57.2,,,,0,,,,,2,,,,,90.2,,,,,,,,,47.5,,,,,,,,,0.36,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,,135,45,0,34,57,50,,井戸,用水,100,,,17.3,,,,,,,,,,,,6.6,,,47.7,1.8,,,0.2,6.7,15.2,,,,,,,,,,,,,61.4,,,,0.01,,,,,2,,,,,81.1,,,,,,,,,45,,,,,,,,,0.05,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区吉祥院石原長田町12,135,43,40,34,57,50,,井戸,用水,10,,,16.1,,,6.4,6.8,,,,,,,,5.8,,,6.7,1.7,,,0.1,2.5,9.8,,,,,0.03,0,,,,,,,8.3,,,,0.01,,,,,5,,,,,40.8,,,,,,,,,11.8,,,,,,,,,0.03,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,南区吉祥院観音堂町89,135,44,20,34,57,40,,井戸,用水,33,,,17.1,,,,,,,,,,,,11.6,,,20.5,1.6,,,0,5.3,16,,,,,,,,,,,,,28.4,,,,0,,,,,8,,,,,67.5,,,,,,,,,22,,,,,,,,,0.07,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,東区山科西野様子見町1の2,135,49,0,34,59,0,,井戸,用水,13.5,,,18.1,,,6.1,6.5,,,,,,,,17.1,,,31.6,2.9,,,0.1,3.4,15.3,,,,,0,0,,,,,,,23.4,,,,0.04,,,,,23,,,,,50,,,,,,,,,10.5,,,,,,,,,0.04,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,東区山科西野様子見町1の2,135,49,0,34,59,0,,井戸,用水,,,,17.7,,,6.9,7.2,,,,,,,,10.1,,,92,2.8,,,1.5,5.5,13.3,,,,,2.75,0,,,,,,,38.7,,,,0,,,,,3,,,,,195,,,,,,,,,35.3,,,,,,,,,0.44,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,伏見区深草西川原町1,135,46,20,34,58,10,,井戸,用水,12,,,8.5,,,,,,,,,,,,40.3,,,11.6,2.3,,,0.6,1.8,9.8,,,,,,,,,,,,,9.9,,,,0.03,,,,,10,,,,,39.1,,,,,,,,,17.8,,,,,,,,,0.06,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
京都府,伏見区深草新門丈町17-1,135,46,0,34,56,50,,井戸,用水,60,,,15.9,,,5.8,6.4,,,,,,,,14.2,,,26.5,4.9,,,0,5.4,15.4,,,,,0,0.07,,,,,,,44.7,,,,0,,,,,4,,,,,12.2,,,,,,,,,27.5,,,,,,,,,0.02,,,1959-01-20 00:00:00,"京都市工業用地下水源調査報告,地調月報，,1960"
