都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ－Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ－,Ｃｌ－,Ｂｒ－,I－,OH－,ＮＯ２－,ＮＯ３－,ＨＳ－,Ｓ２Ｏ３2－,ＨＳＯ４－,ＳＯ４２－,ＳＯ３２－,Ｈ２ＰＯ４－,ＨＰＯ４２－,ＰＯ４３－,ＨＣＯ３－,ＣＯ３２－,ＨＳｉＯ３－,ＳｉＯ３２－,ＢＯ２－,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ－ＣＯ２,Ｔ－Ａｓ,Ｔ－Ｈｇ,Ｔ－Ｐ,Ｔ－Ｂ,単位,調査日,文献名
山口,,,,,,,,,不明,温泉・鉱泉,自噴,,,39.5,29.1,,9.84,,,,,206,,,,,,0.012,,,,,,,,,,,0.000,,,0.018,0.000,0.004,0.000,,0.69,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,mg/Kg,1989.7.13.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,,,,36.0,561.2,,9.76,,,,,179,,,,,,0.010,,,,,,,,,,,0.000,,,0.000,0.000,0.000,0.000,,1.05,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,mg/Kg,1989.7.12.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,140,,,18.5,9.5,,7.70,,,,,412,,,,,,0.006,,,,,,,,,,,0.002,,,0.328,0.000,0.001,0.000,,0.00,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.7.12.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,26,,,27.0,14.8,,8.52,,,,,225,,,,,,0.010,,,,,,,,,,,0.013,,,0.000,0.000,0.001,0.000,,4.29,33.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,mg/Kg,1989.7.13.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,80,,,18.5,20,,8.00,,,,,984,,,,,,0.022,,,,,,,,,,,0.073,,,0.780,0.003,0.006,0.000,,0.00,234.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.12.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,1200,,,28.0,134.8,,7.50,,,,,6005,,,,,,0.104,,,,,,,,,,,0.200,,,0.060,0.000,0.000,0.000,,0.00,2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,mg/Kg,1989.7.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,4,,,24.0,-,,6.60,,,,,1839,,,,,,1.120,,,,,,,,,,,3.840,,,0.059,0.000,0.022,0.000,,0.00,461.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,118,,,27.0,63.9,,7.88,,,,,399,,,,,,0.058,,,,,,,,,,,0.002,,,0.014,0.000,0.006,0.000,,1.27,150.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.7.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,100,,,18.0,-,,8.10,,,,,207,,,,,,0.015,,,,,,,,,,,0.014,,,0.230,0.040,0.062,0.003,,1.03,29.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,mg/Kg,1989.7.14.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,50,,,23.0,30,,8.33,,,,,103,,,,,,0.024,,,,,,,,,,,0.002,,,0.003,0.000,0.001,0.000,,0.50,42.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,mg/Kg,1989.8.3.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,62,,,26.0,16.2,,9.62,,,,,114,,,,,,0.011,,,,,,,,,,,0.000,,,0.000,0.000,0.000,0.000,,0.19,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020,,,,mg/Kg,1989.8.4.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,15,,,18.0,49.5,,7.95,,,,,2828,,,,,,0.016,,,,,,,,,,,0.016,,,0.063,0.000,0.001,0.000,,0.00,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.8.3.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,73,,,17.0,-,,7.95,,,,,277,,,,,,0.003,,,,,,,,,,,0.000,,,0.009,0.000,0.011,0.000,,0.00,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,,,,mg/Kg,1989.8.3.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,25.5,26.5,58.7,,8.02,,92.0,,,216,,,,,,,44.0,1.00,,,,0.45,18.72,,,,,,,,,,,,5.76,30.25,,,,,,,,,9.03,,,,,93.47,3.23,,,,,,,,,37.10,,,,,,,,,,mg/Kg,1987.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,29.1,26.5,61.6,,8.10,,112.8,,,187,,,,,,,40.0,1.10,,,,0.46,22.26,,,,,,,,,,,,6.00,36.08,,,,,,,,,11.17,,,,,91.83,4.80,,,,,,,,,38.45,,,,,,,,,,mg/Kg,1987.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,22.5,26.1,54.5,,7.80,,107.9,,,198,,,,,,,39.0,1.15,,,,0.05,23.78,,,,,,,,,,,,5.60,37.80,,,,,,,,,10.29,,,,,93.47,3.23,,,,,,,,,36.2,,,,,,,,,,mg/Kg,1987.9.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,11.1,26.1,測定不能,,8.00,,107.1,,,225,,,,,,,41.0,0.85,,,,0.15,21.80,,,,,,,,,,,,5.64,32.30,,,,,,,,,8.80,,,,,93.48,3.23,,,,,,,,,34.07,,,,,,,,,,mg/Kg,1987.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,19.0,26.0,46.2,,8.20,,111.1,,,237,,,,,,,41.0,0.85,,,,0.45,20.40,,,,,,,,,,,,6.29,36.43,,,,,,,,,7.83,,,,,91.53,3.00,,,,,,,,,34.50,,,,,,,,,,mg/Kg,1988.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,11.1,26.1,79.5,,8.20,,109.6,,,203,,,,,,,39.0,0.85,,,,0.40,17.80,,,,,,,,,,,,6.00,37.11,,,,,,,,,9.15,,,,,94.58,3.00,,,,,,,,,38.60,,,,,,,,,,mg/Kg,1988.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,26.1,26.5,79.5,,8.00,,97.9,,,217,,,,,,,36.0,0.85,,,,0.40,18.20,,,,,,,,,,,,5.57,40.12,,,,,,,,,7.55,,,,,93.06,3.00,,,,,,,,,40.41,,,,,,,,,,mg/Kg,1988.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,29.8,26.9,76.3,,8.20,,89.2,,,207,,,,,,,40.0,0.95,,,,0.45,13.15,,,,,,,,,,,,5.59,37.63,,,,,,,,,11.07,,,,,94.58,3.00,,,,,,,,,48.05,,,,,,,,,,mg/Kg,1988.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,26.4,26.7,73.4,,8.20,,84.8,,,210,,,,,,,38.0,1.08,,,,0.44,12.48,,,,,,,,,,,,6.14,36.21,,,,,,,,,8.18,,,,,97.63,0.00,,,,,,,,,44.72,,,,,,,,,,mg/Kg,1988.9.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,9.9,26.1,76.3,,8.21,,85.2,,,219,,,,,,,41.0,0.90,,,,0.45,14.60,,,,,,,,,,,,5.29,53.25,,,,,,,,,8.03,,,,,96.50,3.00,,,,,,,,,46.23,,,,,,,,,,mg/Kg,1988.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,14.1,26.0,44.0,,8.11,,86.9,,,195,,,,,,,38.0,0.90,,,,0.42,15.15,,,,,,,,,,,,8.05,37.60,,,,,,,,,6.21,,,,,94.58,1.50,,,,,,,,,40.95,,,,,,,,,,mg/Kg,1989.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,19.7,26.2,73.4,,8.28,,101.0,,,197,,,,,,,51.0,0.94,,,,0.42,14.95,,,,,,,,,,,,5.82,38.00,,,,,,,,,9.70,,,,,96.50,1.50,,,,,,,,,43.94,,,,,,,,,,mg/Kg,1989.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,25.2,26.4,59.6,,8.12,,80.3,,,208,,,,,,,45.0,1.02,,,,0.46,14.60,,,,,,,,,,,,5.77,37.20,,,,,,,,,10.03,,,,,94.65,0.00,,,,,,,,,39.66,,,,,,,,,,mg/Kg,1989.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,33.0,26.5,63.6,,8.21,,68.5,,,212,,,,,,,44.0,1.02,,,,0.46,14.80,,,,,,,,,,,,5.09,37.28,,,,,,,,,10.58,,,,,98.16,0.00,,,,,,,,,41.44,,,,,,,,,,mg/Kg,1989.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,26.6,26.2,68.1,,8.10,,87.8,,,215,,,,,,,45.0,1.02,,,,0.50,14.80,,,,,,,,,,,,5.49,36.21,,,,,,,,,9.66,,,,,91.15,1.72,,,,,,,,,40.33,,,,,,,,,,mg/Kg,1989.9,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,8.5,26.0,41.5,,8.30,,97.2,,,215,,,,,,,43.0,0.98,,,,0.44,14.55,,,,,,,,,,,,5.42,36.92,,,,,,,,,9.80,,,,,89.02,1.56,,,,,,,,,42.60,,,,,,,,,,mg/Kg,1989.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,11.0,25.9,38.2,,8.10,,89.7,,,216,,,,,,,42.0,0.96,,,,0.40,13.65,,,,,,,,,,,,5.66,35.50,,,,,,,,,12.21,,,,,95.40,0.00,,,,,,,,,43.06,,,,,,,,,,mg/Kg,1990.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,17.8,26.2,40.0,,8.08,,80.2,,,220,,,,,,,37.0,0.96,,,,0.42,13.65,,,,,,,,,,,,4.68,34.69,,,,,,,,,8.00,,,,,97.63,0.00,,,,,,,,,35.88,,,,,,,,,,mg/Kg,1990.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,23.0,26.1,50.3,,8.14,,83.0,,,214,,,,,,,49.5,0.90,,,,0.38,13.25,,,,,,,,,,,,6.45,25.56,,,,,,,,,12.50,,,,,82.38,4.50,,,,,,,,,40.40,,,,,,,,,,mg/Kg,1990.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,34.8,26.3,52.7,,7.78,,101.8,,,220,,,,,,,34.0,1.30,,,,0.40,13.25,,,,,,,,,,,,6.30,34.82,,,,,,,,,12.03,,,,,100.70,0.00,,,,,,,,,44.10,,,,,,,,,,mg/Kg,1990.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,23.1,26.1,43.7,,8.08,,69.2,,,228,,,,,,,47.0,1.00,,,,0.38,13.55,,,,,,,,,,,,4.83,35.50,,,,,,,,,9.58,,,,,94.58,0.00,,,,,,,,,39.27,,,,,,,,,,mg/Kg,1990.9.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,17.3,26.0,41.1,,8.07,,83.2,,,218,,,,,,,47.5,0.92,,,,0.42,13.00,,,,,,,,,,,,5.02,34.08,,,,,,,,,10.56,,,,,99.16,1.50,,,,,,,,,39.92,,,,,,,,,,mg/Kg,1990.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,7.5,25.6,32.5,,8.10,,75.6,,,190,,,,,,,49.0,0.88,,,,0.36,13.30,,,,,,,,,,,,6.01,39.76,,,,,,,,,10.96,,,,,99.16,1.50,,,,,,,,,36.52,,,,,,,,,,mg/Kg,1991.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,不明,温泉・鉱泉,3.6,,11.8,25.8,49.3,,7.93,,92.9,,,210,,,,,,,49.0,0.92,,,,0.36,12.95,,,,,,,,,,,,6.06,39.05,,,,,,,,,10.63,,,,,97.63,0.00,,,,,,,,,37.27,,,,,,,,,,mg/Kg,1991.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,25.5,37.6,測定不能,,8.92,,84.9,,,244,,,,,,,67.0,0.95,,,,0.00,3.52,,,,,,,,,,,,10.88,75.63,,,,,,,,,4.35,,,,,29.52,17.74,,,,,,,,,36.80,,,,,,,,,,mg/Kg,1987.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,29.1,37.9,測定不能,,8.98,,103.5,,,235,,,,,,,63.0,1.04,,,,0.00,5.16,,,,,,,,,,,,11.75,77.32,,,,,,,,,2.83,,,,,29.52,17.70,,,,,,,,,39.96,,,,,,,,,,mg/Kg,1987.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,22.5,37.2,測定不能,,8.99,,91.3,,,231,,,,,,,64.0,1.25,,,,0.00,3.93,,,,,,,,,,,,11.04,79.04,,,,,,,,,2.94,,,,,32.80,17.74,,,,,,,,,36.84,,,,,,,,,,mg/Kg,1987.9.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,11.1,37.3,測定不能,,9.02,,76.0,,,261,,,,,,,65.0,0.85,,,,0.00,4.00,,,,,,,,,,,,11.90,73.19,,,,,,,,,3.85,,,,,31.16,16.13,,,,,,,,,35.71,,,,,,,,,,mg/Kg,1987.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,19.0,37.2,48.3,,8.90,,90.8,,,273,,,,,,,64.0,0.95,,,,0.00,4.20,,,,,,,,,,,,10.43,74.23,,,,,,,,,3.04,,,,,18.00,18.00,,,,,,,,,36.50,,,,,,,,,,mg/Kg,1988.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,11.1,37.2,51.6,,9.06,,108.3,,,249,,,,,,,63.0,0.85,,,,0.00,3.70,,,,,,,,,,,,11.20,75.60,,,,,,,,,4.00,,,,,19.50,19.50,,,,,,,,,42.00,,,,,,,,,,mg/Kg,1988.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,26.1,37.0,63.6,,8.98,,82.6,,,254,,,,,,,59.0,0.90,,,,0.00,4.05,,,,,,,,,,,,7.96,73.49,,,,,,,,,6.41,,,,,28.98,16.50,,,,,,,,,43.35,,,,,,,,,,mg/Kg,1988.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,29.8,37.5,63.6,,9.08,,76.9,,,242,,,,,,,65.0,0.85,,,,0.05,3.65,,,,,,,,,,,,8.92,74.55,,,,,,,,,5.87,,,,,27.46,19.50,,,,,,,,,52.42,,,,,,,,,,mg/Kg,1988.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,26.4,37.4,67.2,,9.11,,60.5,,,246,,,,,,,60.0,0.86,,,,0.04,2.04,,,,,,,,,,,,9.29,71.71,,,,,,,,,5.50,,,,,18.31,24.00,,,,,,,,,43.68,,,,,,,,,,mg/Kg,1988.9.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,9.9,37.0,68.1,,9.20,,74.4,,,278,,,,,,,63.0,0.90,,,,0.02,2.25,,,,,,,,,,,,9.64,85.20,,,,,,,,,3.57,,,,,29.60,22.00,,,,,,,,,50.70,,,,,,,,,,mg/Kg,1988.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,14.1,36.4,42.4,,9.21,,69.5,,,232,,,,,,,64.0,1.02,,,,0.02,4.15,,,,,,,,,,,,12.20,76.30,,,,,,,,,4.14,,,,,27.46,18.00,,,,,,,,,44.77,,,,,,,,,,mg/Kg,1989.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,19.7,35.7,20.3,,9.12,,65.1,,,235,,,,,,,72.0,1.02,,,,0.02,4.35,,,,,,,,,,,,7.15,76.70,,,,,,,,,4.16,,,,,24.20,20.00,,,,,,,,,42.18,,,,,,,,,,mg/Kg,1989.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,25.2,37.1,59.6,,9.19,,48.9,,,247,,,,,,,71.0,1.08,,,,0.02,4.65,,,,,,,,,,,,11.48,75.20,,,,,,,,,6.17,,,,,26.29,20.00,,,,,,,,,43.57,,,,,,,,,,mg/Kg,1989.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,33.0,37.5,23.9,,9.02,,69.6,,,263,,,,,,,72.0,1..04,,,,0.00,4.75,,,,,,,,,,,,11.31,78.10,,,,,,,,,6.62,,,,,26.29,20.00,,,,,,,,,43.57,,,,,,,,,,mg/Kg,1989.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,26.6,37.0,56.1,,9.05,,67.3,,,260,,,,,,,74.0,1.06,,,,0.04,4.45,,,,,,,,,,,,12.73,71.71,,,,,,,,,3.89,,,,,24.54,18.96,,,,,,,,,44.54,,,,,,,,,,mg/Kg,1989.9,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,8.5,36.5,43.4,,9.10,,97.1,,,256,,,,,,,70.0,1.08,,,,0.02,4.10,,,,,,,,,,,,11.20,73.13,,,,,,,,,4.50,,,,,19.07,20.32,,,,,,,,,44.20,,,,,,,,,,mg/Kg,1989.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,11.0,36.4,43.4,,8.90,,64.4,,,288,,,,,,,73.0,0.96,,,,0.00,3.40,,,,,,,,,,,,11.89,76.68,,,,,,,,,6.10,,,,,22.25,18.76,,,,,,,,,46.43,,,,,,,,,,mg/Kg,1990.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,17.8,36.5,55.7,,9.12,,49.8,,,280,,,,,,,68.0,1.04,,,,0.00,3.90,,,,,,,,,,,,10.27,74.08,,,,,,,,,2.86,,,,,30.51,15.63,,,,,,,,,43.95,,,,,,,,,,mg/Kg,1990.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,23.0,37.2,50.8,,9.08,,59.6,,,272,,,,,,,78.5,0.92,,,,0.00,3.70,,,,,,,,,,,,11.05,65.32,,,,,,,,,8.03,,,,,32.34,15.60,,,,,,,,,44.28,,,,,,,,,,mg/Kg,1990.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,34.8,37.6,32.1,,9.18,,61.6,,,265,,,,,,,66.0,1.46,,,,0.00,3.65,,,,,,,,,,,,11.14,61.35,,,,,,,,,8.33,,,,,24.40,19.50,,,,,,,,,44.10,,,,,,,,,,mg/Kg,1990.7.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,23.1,37.2,54.6,,9.06,,50.8,,,232,,,,,,,78.0,1.04,,,,0.02,3.65,,,,,,,,,,,,8.80,73.84,,,,,,,,,4.98,,,,,24.41,18.00,,,,,,,,,41.79,,,,,,,,,,mg/Kg,1990.9.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,17.3,36.6,37.9,,9.02,,44.9,,,270,,,,,,,81.0,0.84,,,,0.00,3.45,,,,,,,,,,,,8.87,73.13,,,,,,,,,6.24,,,,,24.40,19.50,,,,,,,,,39.52,,,,,,,,,,mg/Kg,1990.11.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,7.5,36.4,37.9,,8.85,,52.0,,,225,,,,,,,86.0,0.96,,,,0.00,3.55,,,,,,,,,,,,9.49,88.04,,,,,,,,,5.01,,,,,21.36,19.50,,,,,,,,,39.96,,,,,,,,,,mg/Kg,1991.1.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,不明,温泉・鉱泉,300,,11.8,35.0,59.5,,8.89,,71.6,,,255,,,,,,,76.0,0.88,,,,0.00,5.00,,,,,,,,,,,,10.06,71.71,,,,,,,,,5.42,,,,,30.51,18.00,,,,,,,,,38.86,,,,,,,,,,mg/Kg,1991.3.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
山口,,131,16,18.26999999988175,34,1,44.34999999998865,,不明,温泉・鉱泉,250,,25.5,40.5,107.6,,8.91,,22.2,,,269,,,,,,,72.0,1.11,,,,0.00,2.93,,,,,,,,,,,,11.08,81.10,,,,,,,,,5.16,,,,,22.96,22.58,,,,,,,,,42.10,,,,,,,,,,mg/Kg,1987.5.,"温泉における化学成分の経時変化について-Ⅱ,山口県衛生研究所業績報告　第12号,1991"
