都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
高知県,中土佐町久礼指川谷,133,12,25,33,29,46,,井戸,温泉・鉱泉,100,,,17.8,0.71,,9.3,,,0.9984,,334.5,,,,,,,112.5,0.96,,,,0.535,0.721,,,,,0.056,,,,,,,,5.886,,,0.34,,,,,,4.486,,,,,231.1,27.3,,,,,,,,,,4.729,,2.399,0.277,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,中村市安並,132,56,29,33,0,13,,不明,温泉・鉱泉,,,,16,0.94,,8.6,,,0.9983,,144,,,,,,,71.88,0.876,,,,0.51,0.812,,,0.046,,,,,,,,,,7.518,,,0.068,,,,,,10.21,,,,,160.9,3.793,,,,,,,,,,3.822,,2.173,0.097,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,檮原町初瀬,132,59,21,33,21,31,,井戸,温泉・鉱泉,100,,,15.7,17.3,,8.6,,,0.9988,,114,,,,,,,134.1,1.026,,,,0.492,2.793,,,0.014,,,,,,,,,3.767,17.19,,,0.068,,,,,,8.675,,,,,289.1,6.811,,,,,,,,,,25.99,,3.119,1.738,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,東津野村北川太田,133,0,47,33,23,22,,井戸,温泉・鉱泉,100,,,16,72.6,,7.4,,,0.9984,,202,,,,,,,13.14,0.207,,,,1.23,26.53,,,0.009,0.05,0.779,,,,,,,0.829,6.664,,,0.005,,,,,,6.165,,,,,100.4,0.15,,,,,,,,,,2.096,,1.494,9.651,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,仁淀村森,133,8,1,33,22,37,,井戸,温泉・鉱泉,250,,,19,10.8,,8.4,,,0.9983,,,,,,,,,46.23,0.52,,,,1.581,18.04,,,,,0.005,,,,,,,5.062,19.9,,,0.043,,,,,,2.51,,,,,115.4,1.701,,,,,,,,,,36.13,,2.615,1.109,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,佐賀町市野瀬,133,9,3,33,9,21,,不明,温泉・鉱泉,,,,20,80.2,,8.7,,,0.9985,,135,,,,,,0.4,46.5,0.9,,,0.024,1.215,5.605,,,0.014,,,,,,,,,1.018,9.602,,,0.085,,,,,,9.712,,,,,106,3.13,,,,,,,,,,2.008,,2.441,0.511,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,安芸市大井,133,57,9,33,33,9,,井戸,温泉・鉱泉,21,,,18,55.6,,8.2,,,0.9985,,2110,,,,,,0.2,83,1.7,,,0.2,2.1,12.6,,,,,0.1,,,,,,,1.8,5.7,,,,,,,,,6.6,,,,,290.7,12.6,,,,,,,,,,9.3,,3,3.1,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,葉山村姫野々,133,13,11,33,26,16,,井戸,温泉・鉱泉,100,,,19,51.6,,8.3,,,0.9995,,,,,,,,0.6,630,3.2,,,0.4,4.4,8.8,,,,,0.2,,,,,,,4.3,641.6,,,,,,,,,4,,,,,429.4,36,,,,,,,,,,63.1,,0.9,3.5,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,東津野村北川,133,0,47,33,23,22,,不明,温泉・鉱泉,,,,14.8,8.2,,9.5,,,0.9984,,140,,,,,,,39.69,0.371,,,,0.243,3.006,,,,,0.048,,,,,,,1.018,4.078,,,,,,,,,11.07,,,,,62.48,11.51,,,,,,,,,,3.65,,1.191,0.044,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
高知県,檮原町上西ノ川,132,51,55,33,22,23,,不明,温泉・鉱泉,,,,13,7.5,,8.2,,,0.9985,,284,,,,,,,26.5,2.1,,,,3.8,21.6,,,0.1,,,,,,,,,,7.1,,,,,,,,,19.3,,,,,104.6,1.6,,,,,,,,,,,,5.5,1.1,,,,,,,,"高知県下における冷鉱泉の地質学的研究第１報,高知大学学術研究報告,1983"
